Flight Number,Type,Status,Departure IATA Code,Departure ICAO Code,Scheduled Time,Actual Time,Arrival IATA Code,Arrival ICAO Code,Arrival Estimated Time,Days,Month,Year,Hour
5507,departure,active,khi,opkc,2024-07-07 15:30:00,,cai,heca,,7,Jul,2024,15
342,departure,active,khi,opkc,2024-07-09 23:30:00,2024-07-09 23:51:00,bkk,vtbs,2024-07-10 06:34:00,9,Jul,2024,23
695,departure,active,khi,opkc,2024-07-07 02:00:00,2024-07-07 02:00:00,add,haab,2024-07-07 04:31:00,7,Jul,2024,2
125,departure,active,khi,opkc,2024-07-02 19:00:00,2024-07-02 19:23:00,isb,opis,2024-07-02 20:57:00,2,Jul,2024,19
603,departure,active,khi,opkc,2024-07-08 22:55:00,2024-07-08 22:58:00,dxb,omdb,2024-07-08 23:33:00,8,Jul,2024,22
549,departure,active,khi,opkc,2024-07-03 03:00:00,2024-07-03 03:37:00,shj,omsj,2024-07-03 03:53:00,3,Jul,2024,3
638,departure,active,khi,opkc,2024-07-09 13:35:00,2024-07-09 13:47:00,jed,oejn,2024-07-09 15:24:00,9,Jul,2024,13
611,departure,active,khi,opkc,2024-07-06 10:25:00,2024-07-06 10:29:00,doh,othh,2024-07-06 10:28:00,6,Jul,2024,10
674,departure,active,khi,opkc,2024-07-07 18:20:00,2024-07-07 18:30:00,isb,opis,2024-07-07 20:06:00,7,Jul,2024,18
4357,departure,active,khi,opkc,2024-07-09 02:30:00,2024-07-09 02:47:00,dxb,omdb,2024-07-09 03:30:00,9,Jul,2024,2
638,departure,active,khi,opkc,2024-07-05 13:35:00,2024-07-05 13:59:00,jed,oejn,2024-07-05 15:39:00,5,Jul,2024,13
605,departure,active,khi,opkc,2024-07-08 04:00:00,2024-07-08 04:07:00,doh,othh,2024-07-08 04:06:00,8,Jul,2024,4
334,departure,active,khi,opkc,2024-07-07 11:30:00,2024-07-07 11:53:00,dxb,omdb,2024-07-07 12:34:00,7,Jul,2024,11
611,departure,active,khi,opkc,2024-07-05 10:25:00,2024-07-05 10:57:00,doh,othh,2024-07-05 11:00:00,5,Jul,2024,10
842,departure,active,khi,opkc,2024-07-02 12:40:00,2024-07-02 13:19:00,lhe,opla,2024-07-02 14:42:00,2,Jul,2024,12
611,departure,active,khi,opkc,2024-07-08 10:25:00,,doh,othh,,8,Jul,2024,10
222,departure,active,khi,opkc,2024-07-06 04:55:00,2024-07-06 05:03:00,auh,omaa,2024-07-06 05:48:00,6,Jul,2024,4
946,departure,active,khi,opkc,2024-07-02 22:55:00,2024-07-02 23:13:00,pek,zbaa,2024-07-03 08:27:00,2,Jul,2024,22
4357,departure,active,khi,opkc,2024-07-08 02:30:00,2024-07-08 02:55:00,dxb,omdb,2024-07-08 03:34:00,8,Jul,2024,2
501,departure,active,khi,opkc,2024-07-09 07:00:00,,tuk,optu,,9,Jul,2024,7
611,departure,active,khi,opkc,2024-07-03 10:25:00,2024-07-03 10:29:00,doh,othh,2024-07-03 10:28:00,3,Jul,2024,10
6181,departure,active,khi,opkc,2024-07-02 10:25:00,2024-07-02 10:33:00,doh,othh,2024-07-02 10:32:00,2,Jul,2024,10
402,departure,active,khi,opkc,2024-07-01 13:00:00,2024-07-01 13:32:00,lhe,opla,2024-07-01 15:01:00,1,Jul,2024,13
751,departure,active,khi,opkc,2024-07-03 06:50:00,2024-07-03 07:29:00,bah,obbi,2024-07-03 07:48:00,3,Jul,2024,6
6175,departure,active,khi,opkc,2024-07-05 04:00:00,2024-07-05 04:20:00,doh,othh,2024-07-05 04:23:00,5,Jul,2024,4
406,departure,active,khi,opkc,2024-07-09 20:00:00,,lhe,opla,,9,Jul,2024,20
300,departure,active,khi,opkc,2024-07-02 07:00:00,2024-07-02 07:24:00,isb,opis,2024-07-02 09:01:00,2,Jul,2024,7
314,departure,active,khi,opkc,2024-07-03 06:00:00,2024-07-03 06:19:00,ruh,oerk,2024-07-03 07:09:00,3,Jul,2024,6
5709,departure,active,khi,opkc,2024-07-06 06:00:00,2024-07-06 06:03:00,ist,ltfm,2024-07-06 09:15:00,6,Jul,2024,6
503,departure,active,khi,opkc,2024-07-08 09:20:00,,gwd,opgd,,8,Jul,2024,9
3863,departure,active,khi,opkc,2024-07-04 20:45:00,2024-07-04 20:58:00,auh,omaa,2024-07-04 21:40:00,4,Jul,2024,20
6026,departure,active,khi,opkc,2024-07-08 10:25:00,,doh,othh,,8,Jul,2024,10
607,departure,active,khi,opkc,2024-07-09 02:45:00,2024-07-09 02:53:00,dxb,omdb,2024-07-09 03:23:00,9,Jul,2024,2
9931,departure,active,khi,opkc,2024-07-09 22:55:00,2024-07-09 23:09:00,dxb,omdb,2024-07-09 23:44:00,9,Jul,2024,22
6181,departure,active,khi,opkc,2024-07-06 10:25:00,2024-07-06 10:29:00,doh,othh,2024-07-06 10:28:00,6,Jul,2024,10
370,departure,active,khi,opkc,2024-07-08 22:00:00,,isb,opis,,8,Jul,2024,22
7545,departure,active,khi,opkc,2024-07-05 16:40:00,2024-07-05 17:07:00,dxb,omdb,2024-07-05 17:52:00,5,Jul,2024,16
7573,departure,active,khi,opkc,2024-07-08 22:55:00,2024-07-08 22:58:00,dxb,omdb,2024-07-08 23:33:00,8,Jul,2024,22
865,departure,active,khi,opkc,2024-07-01 12:30:00,2024-07-01 12:38:00,pew,opps,2024-07-01 14:10:00,1,Jul,2024,12
603,departure,active,khi,opkc,2024-07-09 22:55:00,2024-07-09 23:09:00,dxb,omdb,2024-07-09 23:44:00,9,Jul,2024,22
6175,departure,active,khi,opkc,2024-07-06 04:00:00,2024-07-06 04:28:00,doh,othh,2024-07-06 04:31:00,6,Jul,2024,4
7573,departure,active,khi,opkc,2024-07-07 22:55:00,2024-07-07 23:05:00,dxb,omdb,2024-07-07 23:39:00,7,Jul,2024,22
543,departure,active,khi,opkc,2024-07-06 10:35:00,2024-07-06 11:07:00,shj,omsj,2024-07-06 11:49:00,6,Jul,2024,10
6026,departure,active,khi,opkc,2024-07-03 10:25:00,2024-07-03 10:29:00,doh,othh,2024-07-03 10:28:00,3,Jul,2024,10
846,departure,active,khi,opkc,2024-07-03 17:45:00,2024-07-03 17:52:00,lhe,opla,2024-07-03 19:19:00,3,Jul,2024,17
813,departure,unknown,khi,opkc,2024-07-08 09:40:00,,ika,oiie,,8,Jul,2024,9
6098,departure,active,khi,opkc,2024-07-05 10:25:00,2024-07-05 10:57:00,doh,othh,2024-07-05 11:00:00,5,Jul,2024,10
7909,departure,active,khi,opkc,2024-07-09 10:25:00,2024-07-09 10:39:00,doh,othh,2024-07-09 10:34:00,9,Jul,2024,10
334,departure,active,khi,opkc,2024-07-08 11:30:00,2024-07-08 12:11:00,dxb,omdb,2024-07-08 12:53:00,8,Jul,2024,11
701,departure,active,khi,opkc,2024-07-08 09:30:00,2024-07-08 10:08:00,jed,oejn,2024-07-08 11:42:00,8,Jul,2024,9
672,departure,active,khi,opkc,2024-07-03 15:25:00,,isb,opis,,3,Jul,2024,15
670,departure,active,khi,opkc,2024-07-09 07:00:00,2024-07-09 07:25:00,isb,opis,2024-07-09 09:05:00,9,Jul,2024,7
501,departure,active,khi,opkc,2024-07-06 07:00:00,2024-07-06 07:17:00,tuk,optu,2024-07-06 08:24:00,6,Jul,2024,7
334,departure,active,khi,opkc,2024-07-01 11:30:00,2024-07-01 12:08:00,dxb,omdb,2024-07-01 12:51:00,1,Jul,2024,11
695,departure,active,khi,opkc,2024-07-05 02:00:00,2024-07-05 01:58:00,add,haab,2024-07-05 04:29:00,5,Jul,2024,2
302,departure,active,khi,opkc,2024-07-02 08:00:00,,lhe,opla,,2,Jul,2024,8
522,departure,active,khi,opkc,2024-07-02 13:10:00,,lhe,opla,,2,Jul,2024,13
3813,departure,active,khi,opkc,2024-07-04 04:00:00,2024-07-04 04:14:00,doh,othh,2024-07-04 04:16:00,4,Jul,2024,4
6098,departure,active,khi,opkc,2024-07-09 10:25:00,2024-07-09 10:39:00,doh,othh,2024-07-09 10:34:00,9,Jul,2024,10
336,departure,active,khi,opkc,2024-07-02 16:40:00,,dxb,omdb,,2,Jul,2024,16
308,departure,active,khi,opkc,2024-07-09 16:00:00,,isb,opis,,9,Jul,2024,16
200,departure,active,khi,opkc,2024-07-08 13:15:00,2024-07-08 13:22:00,isb,opis,2024-07-08 14:55:00,8,Jul,2024,13
145,departure,active,khi,opkc,2024-07-05 19:00:00,2024-07-05 19:13:00,lhe,opla,2024-07-05 20:40:00,5,Jul,2024,19
3158,departure,active,khi,opkc,2024-07-06 06:50:00,,bah,obbi,,6,Jul,2024,6
402,departure,active,khi,opkc,2024-07-02 13:00:00,2024-07-02 13:12:00,lhe,opla,2024-07-02 14:38:00,2,Jul,2024,13
6024,departure,active,khi,opkc,2024-07-05 04:00:00,2024-07-05 04:20:00,doh,othh,2024-07-05 04:23:00,5,Jul,2024,4
6175,departure,active,khi,opkc,2024-07-07 04:00:00,2024-07-07 04:24:00,doh,othh,2024-07-07 04:25:00,7,Jul,2024,4
9068,departure,unknown,khi,opkc,2024-07-04 21:10:00,,kmg,zppp,,4,Jul,2024,21
714,departure,cancelled,khi,opkc,2024-07-07 01:55:00,,jed,oejn,,7,Jul,2024,1
8191,departure,active,khi,opkc,2024-07-05 04:00:00,2024-07-05 04:20:00,doh,othh,2024-07-05 04:23:00,5,Jul,2024,4
2111,departure,active,khi,opkc,2024-07-08 11:30:00,2024-07-08 12:11:00,dxb,omdb,2024-07-08 12:53:00,8,Jul,2024,11
6318,departure,active,khi,opkc,2024-07-07 00:50:00,2024-07-07 00:56:00,ist,ltfm,2024-07-07 03:46:00,7,Jul,2024,0
342,departure,active,khi,opkc,2024-07-06 23:30:00,,bkk,vtbs,,6,Jul,2024,23
7545,departure,active,khi,opkc,2024-07-01 16:40:00,2024-07-01 17:00:00,dxb,omdb,2024-07-01 17:41:00,1,Jul,2024,16
701,departure,active,khi,opkc,2024-07-05 09:10:00,2024-07-05 09:26:00,jed,oejn,2024-07-05 10:57:00,5,Jul,2024,9
172,departure,active,khi,opkc,2024-07-03 01:00:00,2024-07-03 01:30:00,jed,oejn,2024-07-03 03:19:00,3,Jul,2024,1
554,departure,cancelled,khi,opkc,2024-07-01 19:10:00,,pew,opps,,1,Jul,2024,19
504,departure,cancelled,khi,opkc,2024-07-07 22:00:00,,isb,opis,,7,Jul,2024,22
3813,departure,active,khi,opkc,2024-07-10 04:00:00,2024-07-10 04:25:00,doh,othh,2024-07-10 04:25:00,10,Jul,2024,4
3158,departure,active,khi,opkc,2024-07-09 06:50:00,2024-07-09 06:58:00,bah,obbi,2024-07-09 07:11:00,9,Jul,2024,6
6026,departure,active,khi,opkc,2024-07-05 10:25:00,2024-07-05 10:57:00,doh,othh,2024-07-05 11:00:00,5,Jul,2024,10
504,departure,cancelled,khi,opkc,2024-07-02 16:30:00,,isb,opis,,2,Jul,2024,16
503,departure,active,khi,opkc,2024-07-01 09:20:00,2024-07-01 09:55:00,gwd,opgd,2024-07-01 11:04:00,1,Jul,2024,9
402,departure,active,khi,opkc,2024-07-05 13:00:00,2024-07-05 13:33:00,lhe,opla,2024-07-05 14:59:00,5,Jul,2024,13
131,departure,active,khi,opkc,2024-07-09 04:25:00,2024-07-09 04:50:00,saw,ltfj,2024-07-09 08:05:00,9,Jul,2024,4
536,departure,active,khi,opkc,2024-07-04 18:00:00,2024-07-04 18:35:00,skz,opsk,2024-07-04 19:30:00,4,Jul,2024,18
714,departure,cancelled,khi,opkc,2024-07-10 01:55:00,,jed,oejn,,10,Jul,2024,1
6024,departure,active,khi,opkc,2024-07-08 04:00:00,2024-07-08 04:07:00,doh,othh,2024-07-08 04:06:00,8,Jul,2024,4
3813,departure,active,khi,opkc,2024-07-03 04:00:00,2024-07-03 04:15:00,doh,othh,2024-07-03 04:18:00,3,Jul,2024,4
6098,departure,active,khi,opkc,2024-07-06 10:25:00,2024-07-06 10:29:00,doh,othh,2024-07-06 10:28:00,6,Jul,2024,10
406,departure,active,khi,opkc,2024-07-02 20:00:00,2024-07-02 20:07:00,lhe,opla,2024-07-02 21:34:00,2,Jul,2024,20
831,departure,active,khi,opkc,2024-07-08 20:20:00,2024-07-08 20:56:00,jed,oejn,2024-07-08 22:46:00,8,Jul,2024,20
6622,departure,active,khi,opkc,2024-07-09 16:15:00,,ist,ltfm,,9,Jul,2024,16
136,departure,active,khi,opkc,2024-07-04 21:00:00,2024-07-04 21:44:00,kul,wmkk,2024-07-05 06:11:00,4,Jul,2024,21
131,departure,active,khi,opkc,2024-07-04 04:25:00,2024-07-04 04:55:00,saw,ltfj,2024-07-04 08:13:00,4,Jul,2024,4
324,departure,active,khi,opkc,2024-07-07 12:10:00,2024-07-07 12:29:00,mct,ooms,2024-07-07 12:49:00,7,Jul,2024,12
751,departure,active,khi,opkc,2024-07-06 06:50:00,,bah,obbi,,6,Jul,2024,6
865,departure,active,khi,opkc,2024-07-06 12:30:00,2024-07-06 12:57:00,pew,opps,2024-07-06 14:31:00,6,Jul,2024,12
208,departure,active,khi,opkc,2024-07-03 20:00:00,,isb,opis,,3,Jul,2024,20
152,departure,active,khi,opkc,2024-07-08 06:55:00,2024-07-08 06:47:00,cmb,vcbi,2024-07-08 10:26:00,8,Jul,2024,6
141,departure,active,khi,opkc,2024-07-01 07:30:00,2024-07-01 07:37:00,lhe,opla,2024-07-01 09:01:00,1,Jul,2024,7
512,departure,active,khi,opkc,2024-07-08 05:40:00,2024-07-08 06:26:00,mct,ooms,2024-07-08 06:44:00,8,Jul,2024,5
8052,departure,active,khi,opkc,2024-07-07 12:10:00,2024-07-07 12:29:00,mct,ooms,2024-07-07 12:49:00,7,Jul,2024,12
8023,departure,active,khi,opkc,2024-07-07 21:50:00,2024-07-07 22:26:00,med,oema,2024-07-07 23:48:00,7,Jul,2024,21
172,departure,unknown,khi,opkc,2024-07-10 01:00:00,,jed,oejn,,10,Jul,2024,1
4603,departure,active,khi,opkc,2024-07-03 12:10:00,2024-07-03 12:23:00,mct,ooms,2024-07-03 12:46:00,3,Jul,2024,12
336,departure,active,khi,opkc,2024-07-05 16:40:00,2024-07-05 17:07:00,dxb,omdb,2024-07-05 17:52:00,5,Jul,2024,16
705,departure,active,khi,opkc,2024-07-03 03:00:00,2024-07-03 03:34:00,jed,oejn,2024-07-03 05:01:00,3,Jul,2024,3
7573,departure,active,khi,opkc,2024-07-03 22:55:00,2024-07-03 23:10:00,dxb,omdb,2024-07-03 23:44:00,3,Jul,2024,22
709,departure,active,khi,opkc,2024-07-09 06:00:00,2024-07-09 06:08:00,ist,ltfm,2024-07-09 09:21:00,9,Jul,2024,6
9931,departure,active,khi,opkc,2024-07-08 22:55:00,2024-07-08 22:58:00,dxb,omdb,2024-07-08 23:33:00,8,Jul,2024,22
701,departure,active,khi,opkc,2024-07-06 09:00:00,2024-07-06 09:25:00,jed,oejn,2024-07-06 10:55:00,6,Jul,2024,9
336,departure,active,khi,opkc,2024-07-09 16:40:00,,dxb,omdb,,9,Jul,2024,16
5576,departure,active,khi,opkc,2024-07-04 04:00:00,2024-07-04 04:14:00,doh,othh,2024-07-04 04:16:00,4,Jul,2024,4
714,departure,active,khi,opkc,2024-07-06 01:55:00,2024-07-06 02:16:00,jed,oejn,2024-07-06 03:59:00,6,Jul,2024,1
136,departure,active,khi,opkc,2024-07-02 21:00:00,,kul,wmkk,,2,Jul,2024,21
5160,departure,active,khi,opkc,2024-07-01 05:40:00,2024-07-01 06:06:00,mct,ooms,2024-07-01 06:22:00,1,Jul,2024,5
8191,departure,active,khi,opkc,2024-07-07 04:00:00,2024-07-07 04:24:00,doh,othh,2024-07-07 04:25:00,7,Jul,2024,4
300,departure,active,khi,opkc,2024-07-08 07:00:00,2024-07-08 07:05:00,isb,opis,2024-07-08 08:44:00,8,Jul,2024,7
6024,departure,active,khi,opkc,2024-07-06 04:00:00,2024-07-06 04:28:00,doh,othh,2024-07-06 04:31:00,6,Jul,2024,4
3920,departure,active,khi,opkc,2024-07-10 04:55:00,2024-07-10 04:59:00,auh,omaa,2024-07-10 05:42:00,10,Jul,2024,4
7414,departure,active,khi,opkc,2024-07-09 23:30:00,2024-07-09 23:51:00,bkk,vtbs,2024-07-10 06:34:00,9,Jul,2024,23
8013,departure,active,khi,opkc,2024-07-02 18:45:00,,med,oema,,2,Jul,2024,18
9144,departure,unknown,khi,opkc,2024-07-04 21:05:00,,nng,zgnn,,4,Jul,2024,21
2109,departure,active,khi,opkc,2024-07-04 04:55:00,2024-07-04 05:33:00,dxb,omdb,2024-07-04 06:22:00,4,Jul,2024,4
670,departure,active,khi,opkc,2024-07-01 07:00:00,2024-07-01 07:10:00,isb,opis,2024-07-01 08:46:00,1,Jul,2024,7
5578,departure,active,khi,opkc,2024-07-05 10:25:00,2024-07-05 10:57:00,doh,othh,2024-07-05 11:00:00,5,Jul,2024,10
4603,departure,active,khi,opkc,2024-07-06 12:10:00,,mct,ooms,,6,Jul,2024,12
672,departure,active,khi,opkc,2024-07-05 15:25:00,2024-07-05 15:55:00,isb,opis,2024-07-05 17:28:00,5,Jul,2024,15
3158,departure,active,khi,opkc,2024-07-07 06:50:00,2024-07-07 07:09:00,bah,obbi,2024-07-07 07:24:00,7,Jul,2024,6
7909,departure,active,khi,opkc,2024-07-05 10:25:00,2024-07-05 10:57:00,doh,othh,2024-07-05 11:00:00,5,Jul,2024,10
520,departure,active,khi,opkc,2024-07-05 08:30:00,,lhe,opla,,5,Jul,2024,8
2107,departure,active,khi,opkc,2024-07-08 23:55:00,2024-07-09 00:10:00,dxb,omdb,2024-07-09 00:50:00,8,Jul,2024,23
330,departure,active,khi,opkc,2024-07-08 23:55:00,2024-07-09 00:10:00,dxb,omdb,2024-07-09 00:50:00,8,Jul,2024,23
605,departure,active,khi,opkc,2024-07-05 04:00:00,2024-07-05 04:20:00,doh,othh,2024-07-05 04:23:00,5,Jul,2024,4
3863,departure,active,khi,opkc,2024-07-06 20:45:00,2024-07-06 20:49:00,auh,omaa,2024-07-06 21:29:00,6,Jul,2024,20
8192,departure,active,khi,opkc,2024-07-03 10:25:00,2024-07-03 10:29:00,doh,othh,2024-07-03 10:28:00,3,Jul,2024,10
638,departure,active,khi,opkc,2024-07-03 13:35:00,2024-07-03 13:43:00,jed,oejn,2024-07-03 15:20:00,3,Jul,2024,13
840,departure,active,khi,opkc,2024-07-06 09:55:00,2024-07-06 09:59:00,lhe,opla,2024-07-06 11:26:00,6,Jul,2024,9
503,departure,active,khi,opkc,2024-07-03 15:20:00,2024-07-03 16:11:00,gwd,opgd,,3,Jul,2024,15
5160,departure,active,khi,opkc,2024-07-02 05:40:00,2024-07-02 06:23:00,mct,ooms,2024-07-02 06:40:00,2,Jul,2024,5
672,departure,active,khi,opkc,2024-07-08 15:25:00,2024-07-08 16:12:00,isb,opis,2024-07-08 17:43:00,8,Jul,2024,15
304,departure,active,khi,opkc,2024-07-01 14:00:00,,lhe,opla,,1,Jul,2024,14
751,departure,active,khi,opkc,2024-07-05 06:50:00,2024-07-05 07:15:00,bah,obbi,2024-07-05 07:33:00,5,Jul,2024,6
2111,departure,active,khi,opkc,2024-07-03 11:30:00,2024-07-03 11:50:00,dxb,omdb,2024-07-03 12:32:00,3,Jul,2024,11
603,departure,active,khi,opkc,2024-07-07 22:55:00,2024-07-07 23:05:00,dxb,omdb,2024-07-07 23:39:00,7,Jul,2024,22
5709,departure,active,khi,opkc,2024-07-05 06:00:00,2024-07-05 06:01:00,ist,ltfm,2024-07-05 09:13:00,5,Jul,2024,6
670,departure,active,khi,opkc,2024-07-05 07:00:00,2024-07-05 07:13:00,isb,opis,2024-07-05 08:50:00,5,Jul,2024,7
304,departure,active,khi,opkc,2024-07-06 14:00:00,,lhe,opla,,6,Jul,2024,14
5578,departure,active,khi,opkc,2024-07-09 10:25:00,2024-07-09 10:39:00,doh,othh,2024-07-09 10:34:00,9,Jul,2024,10
332,departure,active,khi,opkc,2024-07-03 04:55:00,2024-07-03 05:28:00,dxb,omdb,2024-07-03 06:18:00,3,Jul,2024,4
368,departure,active,khi,opkc,2024-07-08 13:00:00,2024-07-08 13:33:00,isb,opis,2024-07-08 15:05:00,8,Jul,2024,13
2107,departure,active,khi,opkc,2024-07-03 23:55:00,2024-07-03 23:58:00,dxb,omdb,2024-07-04 00:43:00,3,Jul,2024,23
200,departure,active,khi,opkc,2024-07-06 13:15:00,2024-07-06 13:39:00,isb,opis,2024-07-06 15:12:00,6,Jul,2024,13
5576,departure,active,khi,opkc,2024-07-03 04:00:00,2024-07-03 04:15:00,doh,othh,2024-07-03 04:18:00,3,Jul,2024,4
865,departure,active,khi,opkc,2024-07-02 12:30:00,2024-07-02 12:46:00,pew,opps,2024-07-02 14:16:00,2,Jul,2024,12
504,departure,cancelled,khi,opkc,2024-07-03 22:00:00,,isb,opis,,3,Jul,2024,22
7909,departure,active,khi,opkc,2024-07-06 10:25:00,2024-07-06 10:29:00,doh,othh,2024-07-06 10:28:00,6,Jul,2024,10
368,departure,active,khi,opkc,2024-07-02 13:00:00,2024-07-02 13:28:00,isb,opis,2024-07-02 15:01:00,2,Jul,2024,13
751,departure,active,khi,opkc,2024-07-07 06:50:00,2024-07-07 07:09:00,bah,obbi,2024-07-07 07:24:00,7,Jul,2024,6
512,departure,active,khi,opkc,2024-07-03 05:40:00,2024-07-03 06:11:00,mct,ooms,2024-07-03 06:29:00,3,Jul,2024,5
3920,departure,active,khi,opkc,2024-07-03 04:55:00,2024-07-03 04:53:00,auh,omaa,2024-07-03 05:36:00,3,Jul,2024,4
406,departure,active,khi,opkc,2024-07-04 20:00:00,2024-07-04 20:14:00,lhe,opla,2024-07-04 21:38:00,4,Jul,2024,20
308,departure,active,khi,opkc,2024-07-04 16:00:00,,isb,opis,,4,Jul,2024,16
4357,departure,active,khi,opkc,2024-07-07 02:30:00,,dxb,omdb,,7,Jul,2024,2
332,departure,active,khi,opkc,2024-07-08 04:55:00,2024-07-08 05:18:00,dxb,omdb,2024-07-08 06:01:00,8,Jul,2024,4
368,departure,active,khi,opkc,2024-07-03 13:00:00,2024-07-03 13:33:00,isb,opis,2024-07-03 15:05:00,3,Jul,2024,13
123,departure,active,khi,opkc,2024-07-04 13:00:00,2024-07-04 13:14:00,isb,opis,2024-07-04 14:48:00,4,Jul,2024,13
334,departure,active,khi,opkc,2024-07-02 11:30:00,,dxb,omdb,,2,Jul,2024,11
300,departure,active,khi,opkc,2024-07-06 07:00:00,2024-07-06 07:10:00,isb,opis,2024-07-06 08:46:00,6,Jul,2024,7
2113,departure,active,khi,opkc,2024-07-03 16:40:00,2024-07-03 16:56:00,dxb,omdb,2024-07-03 17:37:00,3,Jul,2024,16
201,departure,active,khi,opkc,2024-07-01 20:45:00,2024-07-01 20:50:00,auh,omaa,2024-07-01 21:31:00,1,Jul,2024,20
1310,departure,active,khi,opkc,2024-07-01 10:00:00,,uet,opqt,,1,Jul,2024,10
141,departure,active,khi,opkc,2024-07-07 07:15:00,2024-07-07 07:17:00,lhe,opla,2024-07-07 08:44:00,7,Jul,2024,7
6181,departure,active,khi,opkc,2024-07-01 10:25:00,2024-07-01 10:27:00,doh,othh,2024-07-01 10:25:00,1,Jul,2024,10
406,departure,active,khi,opkc,2024-07-06 20:00:00,2024-07-06 18:53:00,lhe,opla,2024-07-06 20:19:00,6,Jul,2024,20
368,departure,active,khi,opkc,2024-07-09 13:00:00,2024-07-09 13:19:00,isb,opis,2024-07-09 14:50:00,9,Jul,2024,13
141,departure,active,khi,opkc,2024-07-02 07:30:00,2024-07-02 07:29:00,lhe,opla,2024-07-02 08:54:00,2,Jul,2024,7
605,departure,active,khi,opkc,2024-07-04 04:00:00,2024-07-04 04:14:00,doh,othh,2024-07-04 04:16:00,4,Jul,2024,4
695,departure,active,khi,opkc,2024-07-03 02:00:00,2024-07-03 02:39:00,add,haab,2024-07-03 05:01:00,3,Jul,2024,2
302,departure,active,khi,opkc,2024-07-04 12:30:00,2024-07-04 12:45:00,lhe,opla,2024-07-04 14:10:00,4,Jul,2024,12
3863,departure,active,khi,opkc,2024-07-03 20:45:00,,auh,omaa,,3,Jul,2024,20
310,departure,active,khi,opkc,2024-07-02 08:15:00,,uet,opqt,,2,Jul,2024,8
945,departure,active,khi,opkc,2024-07-02 22:55:00,,pek,zbaa,,2,Jul,2024,22
705,departure,active,khi,opkc,2024-07-09 02:50:00,,jed,oejn,,9,Jul,2024,2
6098,departure,active,khi,opkc,2024-07-08 10:25:00,,doh,othh,,8,Jul,2024,10
123,departure,active,khi,opkc,2024-07-09 13:00:00,2024-07-09 13:05:00,isb,opis,2024-07-09 14:36:00,9,Jul,2024,13
638,departure,active,khi,opkc,2024-07-08 13:35:00,2024-07-08 13:59:00,jed,oejn,2024-07-08 15:37:00,8,Jul,2024,13
5576,departure,active,khi,opkc,2024-07-06 04:00:00,2024-07-06 04:28:00,doh,othh,2024-07-06 04:31:00,6,Jul,2024,4
611,departure,active,khi,opkc,2024-07-02 10:25:00,2024-07-02 10:33:00,doh,othh,2024-07-02 10:32:00,2,Jul,2024,10
714,departure,active,khi,opkc,2024-07-04 01:55:00,2024-07-04 02:21:00,jed,oejn,2024-07-04 04:08:00,4,Jul,2024,1
6024,departure,active,khi,opkc,2024-07-09 04:00:00,2024-07-09 04:17:00,doh,othh,2024-07-09 04:16:00,9,Jul,2024,4
512,departure,active,khi,opkc,2024-07-09 05:40:00,2024-07-09 06:04:00,mct,ooms,2024-07-09 06:20:00,9,Jul,2024,5
2322,departure,active,khi,opkc,2024-07-03 16:15:00,,mct,ooms,,3,Jul,2024,16
201,departure,active,khi,opkc,2024-07-08 20:45:00,2024-07-08 20:46:00,auh,omaa,2024-07-08 21:29:00,8,Jul,2024,20
406,departure,active,khi,opkc,2024-07-07 20:00:00,2024-07-07 20:06:00,lhe,opla,2024-07-07 21:36:00,7,Jul,2024,20
7414,departure,active,khi,opkc,2024-07-04 23:30:00,2024-07-05 00:08:00,bkk,vtbs,2024-07-05 06:53:00,4,Jul,2024,23
208,departure,active,khi,opkc,2024-07-04 20:00:00,2024-07-04 20:16:00,isb,opis,2024-07-04 21:53:00,4,Jul,2024,20
5709,departure,active,khi,opkc,2024-07-04 06:00:00,2024-07-04 06:20:00,ist,ltfm,2024-07-04 09:34:00,4,Jul,2024,6
3813,departure,active,khi,opkc,2024-07-05 04:00:00,2024-07-05 04:20:00,doh,othh,2024-07-05 04:23:00,5,Jul,2024,4
9931,departure,active,khi,opkc,2024-07-05 22:55:00,2024-07-05 23:11:00,dxb,omdb,2024-07-05 23:48:00,5,Jul,2024,22
6026,departure,active,khi,opkc,2024-07-07 10:25:00,2024-07-07 10:52:00,doh,othh,2024-07-07 10:53:00,7,Jul,2024,10
3158,departure,active,khi,opkc,2024-07-03 06:50:00,2024-07-03 07:29:00,bah,obbi,2024-07-03 07:48:00,3,Jul,2024,6
5429,departure,active,khi,opkc,2024-07-06 09:00:00,2024-07-06 09:25:00,jed,oejn,2024-07-06 10:55:00,6,Jul,2024,9
3159,departure,active,khi,opkc,2024-07-06 20:55:00,2024-07-06 21:00:00,bah,obbi,2024-07-06 21:18:00,6,Jul,2024,20
9931,departure,active,khi,opkc,2024-07-07 22:55:00,2024-07-07 23:05:00,dxb,omdb,2024-07-07 23:39:00,7,Jul,2024,22
3159,departure,active,khi,opkc,2024-07-08 20:55:00,2024-07-08 21:10:00,bah,obbi,2024-07-08 21:25:00,8,Jul,2024,20
672,departure,active,khi,opkc,2024-07-02 15:25:00,2024-07-02 16:00:00,isb,opis,2024-07-02 17:30:00,2,Jul,2024,15
851,departure,active,khi,opkc,2024-07-09 08:30:00,2024-07-09 08:41:00,uet,opqt,2024-07-09 09:45:00,9,Jul,2024,8
